experiment_id,architecture,hidden1,hidden2,weight_decay,dropout_rate,pca_components,learning_rate,mean_accuracy,std_accuracy,macro_sensitivity,macro_specificity,macro_precision,macro_f1,weighted_sensitivity,weighted_specificity,weighted_precision,weighted_f1,per_class_sensitivity,per_class_specificity,per_class_precision,per_class_f1,total_epochs,training_time_s,model_file,confusion_matrix_file
64,1-layer-PCA10,8,None,0.2,0.5,10,0.001,0.35625,0.07368641326594746,0.37127976190476186,0.7867798561732384,0.4159089631129105,0.30139625843749884,0.35625,0.7908694246929541,0.40993336707152495,0.29615663623815797,"[0.375, 0.4375, 0.4583333333333333, 0.2142857142857143]","[0.8823529411764706, 0.65625, 0.7142857142857142, 0.8942307692307692]","[0.4194444444444444, 0.44365721997300944, 0.43803418803418803, 0.3625]","[0.32007575757575757, 0.28536922015182886, 0.3795518207282913, 0.22058823529411764]",1474,10.669216632843018,model_h8_wd0.2_dr0.5_pca10.pt,model_h8_wd0.2_dr0.5_pca10_confusion_matrix.npy
65,1-layer-PCA10,8,None,0.2,0.6,10,0.001,0.34375,0.10950884667459519,0.3601190476190476,0.7783474567711701,0.22548858359133125,0.253397890192245,0.34375,0.7696398270846799,0.2079208591331269,0.24139357282502444,"[0.5416666666666666, 0.25, 0.29166666666666663, 0.35714285714285715]","[0.8382352941176471, 0.7421875, 0.8214285714285714, 0.7115384615384616]","[0.45, 0.05, 0.20526315789473684, 0.19669117647058823]","[0.4442815249266862, 0.08333333333333333, 0.24014336917562723, 0.24583333333333335]",1028,6.914758205413818,model_h8_wd0.2_dr0.6_pca10.pt,model_h8_wd0.2_dr0.6_pca10_confusion_matrix.npy
66,1-layer-PCA10,8,None,0.2,0.7,10,0.001,0.29375,0.09742785792574934,0.2901785714285714,0.7655265231092437,0.18133735178455007,0.20081729102570198,0.29375,0.7683560924369749,0.2005312932198708,0.21891249845084132,"[0.3333333333333333, 0.1875, 0.35416666666666663, 0.2857142857142857]","[0.7205882352941176, 0.796875, 0.7946428571428572, 0.75]","[0.08258928571428571, 0.13703703703703704, 0.3253517316017316, 0.18037135278514588]","[0.12894736842105264, 0.13406593406593406, 0.3266469038208169, 0.2136089577950043]",963,6.384026050567627,model_h8_wd0.2_dr0.7_pca10.pt,model_h8_wd0.2_dr0.7_pca10_confusion_matrix.npy
67,1-layer-PCA10,8,None,0.3,0.5,10,0.001,0.25,0.06123724356957945,0.275297619047619,0.7564691742081449,0.12081476393976393,0.15137924903002042,0.25,0.7758766968325792,0.1342226800976801,0.15863381722428005,"[0.41666666666666663, 0.25, 0.29166666666666663, 0.14285714285714285]","[0.5955882352941176, 0.84375, 0.75, 0.8365384615384615]","[0.0775, 0.07142857142857142, 0.17407407407407408, 0.16025641025641024]","[0.1297335203366059, 0.1111111111111111, 0.21367521367521367, 0.150997150997151]",889,5.897192478179932,model_h8_wd0.3_dr0.5_pca10.pt,model_h8_wd0.3_dr0.5_pca10_confusion_matrix.npy
68,1-layer-PCA10,8,None,0.3,0.6,10,0.001,0.36250000000000004,0.09762812094883318,0.3683035714285714,0.780447034583064,0.31240030032578664,0.29432284450376556,0.3625,0.759288138332256,0.26420097938547593,0.27096191338296605,"[0.45833333333333326, 0.3125, 0.2916666666666667, 0.4107142857142857]","[0.9044117647058824, 0.78125, 0.7053571428571429, 0.7307692307692308]","[0.6576923076923077, 0.2326388888888889, 0.13450292397660818, 0.22476708074534163]","[0.49485645933014355, 0.22491883116883116, 0.1676190476190476, 0.2898970398970399]",1169,8.7403244972229,model_h8_wd0.3_dr0.6_pca10.pt,model_h8_wd0.3_dr0.6_pca10_confusion_matrix.npy
69,1-layer-PCA10,8,None,0.3,0.7,10,0.001,0.375,0.03061862178478973,0.3136160714285714,0.7721295248868778,0.2505185786435786,0.2461955987818057,0.375,0.7135180995475113,0.2954085497835498,0.29137243344139896,"[0.125, 0.15625, 0.3125, 0.6607142857142857]","[0.9779411764705882, 0.875, 0.8125, 0.4230769230769231]","[0.125, 0.05952380952380952, 0.42777777777777776, 0.38977272727272727]","[0.125, 0.08620689655172414, 0.3074074074074074, 0.46616809116809116]",1072,7.248655796051025,model_h8_wd0.3_dr0.7_pca10.pt,model_h8_wd0.3_dr0.7_pca10_confusion_matrix.npy
70,1-layer-PCA10,8,None,0.5,0.5,10,0.001,0.33125,0.036975498644372586,0.31063988095238093,0.765481072236587,0.19536693937269384,0.22513848817420246,0.33125,0.7306742889463479,0.191142084036905,0.23154793019078732,"[0.29166666666666663, 0.21875, 0.25, 0.4821428571428571]","[0.8897058823529412, 0.828125, 0.7767857142857143, 0.5673076923076923]","[0.3005952380952381, 0.1213235294117647, 0.08108108108108109, 0.2784679089026915]","[0.27136752136752135, 0.155, 0.12244897959183673, 0.35173745173745175]",914,6.272117853164673,model_h8_wd0.5_dr0.5_pca10.pt,model_h8_wd0.5_dr0.5_pca10_confusion_matrix.npy
71,1-layer-PCA10,8,None,0.5,0.6,10,0.001,0.29375,0.06465050270492875,0.3214285714285714,0.7733087225274726,0.2458130411255411,0.22026309781717957,0.29375,0.7994848901098901,0.2839163961038961,0.23506861975204535,"[0.5416666666666667, 0.25, 0.20833333333333331, 0.2857142857142857]","[0.625, 0.765625, 0.8660714285714286, 0.8365384615384616]","[0.1689664502164502, 0.05714285714285714, 0.3571428571428571, 0.39999999999999997]","[0.23717948717948717, 0.09302325581395349, 0.2382066276803119, 0.3126430205949657]",1114,7.4003496170043945,model_h8_wd0.5_dr0.6_pca10.pt,model_h8_wd0.5_dr0.6_pca10_confusion_matrix.npy
72,1-layer-PCA10,8,None,0.5,0.7,10,0.001,0.28125,0.12670709332945806,0.31547619047619047,0.7720386231415644,0.3292529780729496,0.20738032392444156,0.28125,0.8069044925662572,0.36268619544592023,0.20844905911082381,"[0.5833333333333334, 0.25, 0.12499999999999999, 0.30357142857142855]","[0.5661764705882353, 0.75, 0.9642857142857144, 0.8076923076923077]","[0.32883986928104575, 0.05, 0.49999999999999994, 0.43817204301075263]","[0.3011904761904762, 0.08333333333333333, 0.1829059829059829, 0.26209150326797387]",1135,8.350407361984253,model_h8_wd0.5_dr0.7_pca10.pt,model_h8_wd0.5_dr0.7_pca10_confusion_matrix.npy
73,1-layer-PCA20,16,None,0.2,0.5,20,0.001,0.38749999999999996,0.027950849718747377,0.39620535714285715,0.7869932227698772,0.2934183147545216,0.30489514357110176,0.3875,0.7604728910795087,0.26448293008637835,0.28385036276151254,"[0.5416666666666666, 0.15625, 0.7083333333333334, 0.17857142857142855]","[0.9044117647058824, 0.9296875, 0.41964285714285715, 0.8942307692307693]","[0.6, 0.08928571428571429, 0.25819706854189617, 0.22619047619047616]","[0.5353535353535354, 0.11363636363636363, 0.3777335324373652, 0.19285714285714284]",1036,7.039439678192139,model_h16_wd0.2_dr0.5_pca20.pt,model_h16_wd0.2_dr0.5_pca20_confusion_matrix.npy
74,1-layer-PCA20,16,None,0.2,0.6,20,0.001,0.32499999999999996,0.10897247358851683,0.3671875,0.7802084175016161,0.27444755214685557,0.26074727760345695,0.325,0.7958336700064642,0.2329307197360603,0.23364545979142548,"[0.625, 0.34375, 0.25, 0.25]","[0.6985294117647058, 0.7890625, 0.7678571428571429, 0.8653846153846154]","[0.6284090909090909, 0.14444444444444443, 0.07894736842105263, 0.2459893048128342]","[0.47453111679454385, 0.2032967032967033, 0.12, 0.24516129032258066]",1222,8.344839572906494,model_h16_wd0.2_dr0.6_pca20.pt,model_h16_wd0.2_dr0.6_pca20_confusion_matrix.npy
75,1-layer-PCA20,16,None,0.2,0.7,20,0.001,0.375,0.061237243569579436,0.42857142857142855,0.7970378656270201,0.2727529830638432,0.30556410563747555,0.375,0.81315146250808,0.26413509684100955,0.28329109707741684,"[0.625, 0.5625, 0.3125, 0.21428571428571427]","[0.7794117647058825, 0.7109375, 0.8035714285714286, 0.8942307692307693]","[0.3408061594202899, 0.2511574074074074, 0.2376847290640394, 0.26136363636363635]","[0.4081765935214211, 0.3392857142857143, 0.23940949935815148, 0.2353846153846154]",1117,8.124258518218994,model_h16_wd0.2_dr0.7_pca20.pt,model_h16_wd0.2_dr0.7_pca20_confusion_matrix.npy
76,1-layer-PCA20,16,None,0.3,0.5,20,0.001,0.34375,0.02072890493972124,0.373139880952381,0.7810012827246282,0.2666919703103914,0.29032334636947416,0.34375,0.7802551308985132,0.255863697705803,0.26859172187249086,"[0.5, 0.34375, 0.5416666666666667, 0.10714285714285714]","[0.8455882352941175, 0.7578125, 0.6071428571428571, 0.9134615384615385]","[0.375, 0.19166666666666665, 0.2751012145748988, 0.225]","[0.4169823232323232, 0.2419338973047413, 0.3634882760519433, 0.1388888888888889]",1307,9.393065214157104,model_h16_wd0.3_dr0.5_pca20.pt,model_h16_wd0.3_dr0.5_pca20_confusion_matrix.npy
77,1-layer-PCA20,16,None,0.3,0.6,20,0.001,0.3375,0.03750000000000001,0.36569940476190477,0.7755459154815773,0.3217725319035803,0.26011846111025316,0.3375,0.764683661926309,0.28743896224742993,0.2319361480972288,"[0.5, 0.40625, 0.2708333333333333, 0.2857142857142857]","[0.9117647058823529, 0.671875, 0.7589285714285714, 0.7596153846153846]","[0.64375, 0.11964285714285713, 0.3269230769230769, 0.1967741935483871]","[0.4853896103896104, 0.1823089700996678, 0.15610859728506787, 0.21666666666666667]",994,6.8340771198272705,model_h16_wd0.3_dr0.6_pca20.pt,model_h16_wd0.3_dr0.6_pca20_confusion_matrix.npy
78,1-layer-PCA20,16,None,0.3,0.7,20,0.001,0.35,0.06846531968814577,0.3511904761904762,0.7822638069650936,0.25672280861898833,0.2522706331709068,0.35,0.7790552278603748,0.2849081711837466,0.26901299330425604,"[0.33333333333333337, 0.4375, 0.18749999999999997, 0.44642857142857145]","[0.7867647058823529, 0.7578125, 0.9017857142857142, 0.6826923076923077]","[0.10791925465838509, 0.23838141025641024, 0.34325396825396826, 0.33733660130718957]","[0.16120689655172415, 0.26726827094474154, 0.23668546365914786, 0.3439219015280136]",947,6.211472272872925,model_h16_wd0.3_dr0.7_pca20.pt,model_h16_wd0.3_dr0.7_pca20_confusion_matrix.npy
79,1-layer-PCA20,16,None,0.5,0.5,20,0.001,0.38125,0.02072890493972127,0.386532738095238,0.7840288158532644,0.3085671521573056,0.29018474996735866,0.38125,0.7548652634130575,0.2857600080546052,0.2763265847369108,"[0.4583333333333333, 0.34375, 0.3333333333333333, 0.4107142857142857]","[0.9485294117647058, 0.7734375, 0.7410714285714286, 0.6730769230769231]","[0.5625, 0.16517857142857142, 0.17914438502673796, 0.327445652173913]","[0.44166666666666665, 0.2048611111111111, 0.21739130434782608, 0.29681991774383076]",1168,7.90363073348999,model_h16_wd0.5_dr0.5_pca20.pt,model_h16_wd0.5_dr0.5_pca20_confusion_matrix.npy
80,1-layer-PCA20,16,None,0.5,0.6,20,0.001,0.38749999999999996,0.012500000000000011,0.38541666666666663,0.7866674915158371,0.24642177564372258,0.29193702792611453,0.3875,0.7591699660633484,0.2512806061159642,0.2959486133376449,"[0.5, 0.25, 0.29166666666666663, 0.5]","[0.8455882352941176, 0.8828125, 0.8125, 0.6057692307692308]","[0.27976190476190477, 0.18526785714285715, 0.19934640522875818, 0.32131093544137024]","[0.35149572649572647, 0.20416666666666666, 0.2367816091954023, 0.3753041093466626]",996,7.439825773239136,model_h16_wd0.5_dr0.6_pca20.pt,model_h16_wd0.5_dr0.6_pca20_confusion_matrix.npy
81,1-layer-PCA20,16,None,0.5,0.7,20,0.001,0.31875,0.027243118397129194,0.36011904761904767,0.7743376797834518,0.2830996668772404,0.2592418420125714,0.31875,0.7786007191338074,0.27882057893087303,0.24150582093183698,"[0.5833333333333334, 0.4375, 0.0625, 0.35714285714285715]","[0.7720588235294118, 0.6796875, 0.9821428571428572, 0.6634615384615384]","[0.3235294117647059, 0.2548649267399267, 0.29166666666666663, 0.2623376623376623]","[0.3586956521739131, 0.2971638655462185, 0.10238095238095238, 0.2787268979492017]",1285,8.402525186538696,model_h16_wd0.5_dr0.7_pca20.pt,model_h16_wd0.5_dr0.7_pca20_confusion_matrix.npy
82,1-layer-PCA20,8,None,0.2,0.5,20,0.001,0.325,0.058630196997792865,0.2845982142857143,0.755202862394958,0.13074874686716792,0.176194275871,0.325,0.695811449579832,0.14352443609022555,0.19564413476051407,"[0.25, 0.09375, 0.1875, 0.6071428571428571]","[0.9705882352941176, 0.8359375, 0.8392857142857143, 0.375]","[0.15, 0.03571428571428571, 0.08333333333333333, 0.2539473684210526]","[0.1875, 0.05172413793103448, 0.11538461538461539, 0.35016835016835013]",896,5.9096128940582275,model_h8_wd0.2_dr0.5_pca20.pt,model_h8_wd0.2_dr0.5_pca20_confusion_matrix.npy
83,1-layer-PCA20,8,None,0.2,0.6,20,0.001,0.35,0.017677669529663684,0.34077380952380953,0.7709541148190046,0.20075055663290955,0.24467621834962722,0.35,0.7338164592760181,0.20840372046254396,0.2523171900225892,"[0.45833333333333337, 0.125, 0.33333333333333337, 0.4464285714285714]","[0.8897058823529411, 0.8671875, 0.75, 0.576923076923077]","[0.228125, 0.11805555555555555, 0.18627450980392157, 0.27054716117216115]","[0.30113636363636365, 0.1213235294117647, 0.23607427055702918, 0.32017070979335127]",1243,8.321588277816772,model_h8_wd0.2_dr0.6_pca20.pt,model_h8_wd0.2_dr0.6_pca20_confusion_matrix.npy
84,1-layer-PCA20,8,None,0.2,0.7,20,0.001,0.33125,0.048007160924178796,0.28869047619047616,0.7676854395604396,0.19960768398268397,0.2021217514783691,0.33125,0.7394917582417583,0.2420968614718615,0.2391119086523498,"[0.0, 0.375, 0.3333333333333333, 0.44642857142857145]","[1.0, 0.625, 0.8303571428571428, 0.6153846153846154]","[0.0, 0.149025974025974, 0.30000000000000004, 0.3494047619047619]","[0.0, 0.20555555555555555, 0.26050420168067223, 0.34242724867724866]",979,7.269982099533081,model_h8_wd0.2_dr0.7_pca20.pt,model_h8_wd0.2_dr0.7_pca20_confusion_matrix.npy
85,1-layer-PCA20,8,None,0.3,0.5,20,0.001,0.33125,0.10661701318269988,0.3489583333333333,0.7775457538784745,0.31785330897173003,0.2461309523809524,0.33125,0.7789330155138979,0.27186714601188283,0.22736111111111112,"[0.4583333333333333, 0.3125, 0.375, 0.25]","[0.7205882352941176, 0.859375, 0.7321428571428572, 0.7980769230769231]","[0.3301282051282051, 0.650375939849624, 0.19090909090909092, 0.1]","[0.30833333333333335, 0.28888888888888886, 0.24444444444444444, 0.14285714285714285]",1074,7.0771870613098145,model_h8_wd0.3_dr0.5_pca20.pt,model_h8_wd0.3_dr0.5_pca20_confusion_matrix.npy
86,1-layer-PCA20,8,None,0.3,0.6,20,0.001,0.3125,0.0673145600891813,0.328125,0.7653788077731093,0.15321969696969698,0.20157218870454166,0.3125,0.749015231092437,0.13948863636363634,0.18690977459359812,"[0.41666666666666663, 0.3125, 0.33333333333333337, 0.25]","[0.9264705882352942, 0.6796875, 0.7053571428571429, 0.75]","[0.25, 0.1125, 0.16287878787878787, 0.0875]","[0.3125, 0.14583333333333331, 0.21832579185520362, 0.12962962962962962]",964,6.423510551452637,model_h8_wd0.3_dr0.6_pca20.pt,model_h8_wd0.3_dr0.6_pca20_confusion_matrix.npy
87,1-layer-PCA20,8,None,0.3,0.7,20,0.001,0.32499999999999996,0.024999999999999994,0.35751488095238093,0.7758602840174532,0.2518006116690327,0.2537141531215265,0.325,0.7784411360698126,0.21683522617733147,0.22880529025360277,"[0.41666666666666663, 0.53125, 0.25, 0.23214285714285715]","[0.9191176470588236, 0.5703125, 0.7678571428571429, 0.8461538461538461]","[0.5214285714285715, 0.18301698301698302, 0.07894736842105263, 0.2238095238095238]","[0.40681818181818186, 0.26020591835265316, 0.12, 0.22783251231527094]",1354,9.08079743385315,model_h8_wd0.3_dr0.7_pca20.pt,model_h8_wd0.3_dr0.7_pca20_confusion_matrix.npy
88,1-layer-PCA20,8,None,0.5,0.5,20,0.001,0.36875,0.09416574483324601,0.36830357142857145,0.782874868697479,0.3160922844516595,0.27810109589626786,0.36875,0.762749474789916,0.31573356331168834,0.276685721929845,"[0.6666666666666667, 0.0, 0.27083333333333337, 0.5357142857142857]","[0.7352941176470589, 0.9765625, 0.7946428571428572, 0.625]","[0.5555555555555556, 0.0, 0.3136904761904762, 0.3951231060606061]","[0.5047619047619047, 0.0, 0.2340686274509804, 0.37357385137218624]",1121,7.8945488929748535,model_h8_wd0.5_dr0.5_pca20.pt,model_h8_wd0.5_dr0.5_pca20_confusion_matrix.npy
89,1-layer-PCA20,8,None,0.5,0.6,20,0.001,0.33125000000000004,0.04463392767839281,0.36346726190476186,0.7724514685681965,0.2938368055555556,0.2721320346320346,0.33125,0.758555874272786,0.2228298611111111,0.2264556277056277,"[0.4583333333333333, 0.40625, 0.5, 0.08928571428571429]","[0.9779411764705883, 0.6640625, 0.5535714285714285, 0.8942307692307692]","[0.8125, 0.11805555555555555, 0.16666666666666666, 0.078125]","[0.5750000000000001, 0.18019480519480519, 0.25, 0.08333333333333333]",1379,8.996914148330688,model_h8_wd0.5_dr0.6_pca20.pt,model_h8_wd0.5_dr0.6_pca20_confusion_matrix.npy
90,1-layer-PCA20,8,None,0.5,0.7,20,0.001,0.375,0.03535533905932737,0.38132440476190477,0.7832170127666451,0.3191903535653536,0.2880173361210513,0.375,0.7578680510665805,0.3169963651213651,0.290509149433298,"[0.5, 0.28125, 0.33333333333333337, 0.4107142857142857]","[0.8823529411764706, 0.828125, 0.7589285714285714, 0.6634615384615385]","[0.45416666666666666, 0.1431818181818182, 0.35119047619047616, 0.32822245322245325]","[0.35317460317460314, 0.18609022556390975, 0.2833333333333333, 0.32947118241235884]",1198,7.839907169342041,model_h8_wd0.5_dr0.7_pca20.pt,model_h8_wd0.5_dr0.7_pca20_confusion_matrix.npy
91,1-layer-PCA30,16,None,0.2,0.5,30,0.001,0.3625,0.06249999999999999,0.39620535714285715,0.7852029633968972,0.2985972293955106,0.3063169540607785,0.3625,0.7783118535875889,0.2519902172376284,0.2677553087978981,"[0.5833333333333333, 0.34375, 0.47916666666666663, 0.17857142857142858]","[0.9338235294117647, 0.6953125, 0.5982142857142857, 0.9134615384615384]","[0.6666666666666666, 0.12905405405405407, 0.26708924949290064, 0.13157894736842105]","[0.6011904761904762, 0.17222222222222222, 0.30033996631526416, 0.15151515151515152]",1107,7.899521827697754,model_h16_wd0.2_dr0.5_pca30.pt,model_h16_wd0.2_dr0.5_pca30_confusion_matrix.npy
92,1-layer-PCA30,16,None,0.2,0.6,30,0.001,0.425,0.09354143466934851,0.37351190476190477,0.7919549430349062,0.4385362877380232,0.329911449002431,0.425,0.742819772139625,0.4379668639990781,0.34901896215679906,"[0.3333333333333333, 0.0625, 0.4375, 0.6607142857142857]","[0.9632352941176471, 0.9140625, 0.7232142857142857, 0.5673076923076923]","[0.7083333333333334, 0.125, 0.31134544334975367, 0.6094663742690059]","[0.4172619047619048, 0.08333333333333333, 0.3380937098844673, 0.4809568480300187]",906,6.1969380378723145,model_h16_wd0.2_dr0.6_pca30.pt,model_h16_wd0.2_dr0.6_pca30_confusion_matrix.npy
93,1-layer-PCA30,16,None,0.2,0.7,30,0.001,0.38125000000000003,0.10212584148980121,0.40550595238095233,0.7962980264221073,0.4371511862320686,0.3607661534183686,0.38125,0.8039421056884292,0.4577935871318225,0.36306195860945883,"[0.6666666666666666, 0.25, 0.31249999999999994, 0.3928571428571429]","[0.7058823529411765, 0.8515625, 0.8392857142857143, 0.7884615384615384]","[0.45357142857142857, 0.2375, 0.5575757575757576, 0.4999575587810882]","[0.45133053221288516, 0.23525641025641025, 0.32912176390437253, 0.4273559072998063]",1348,8.844298362731934,model_h16_wd0.2_dr0.7_pca30.pt,model_h16_wd0.2_dr0.7_pca30_confusion_matrix.npy
94,1-layer-PCA30,16,None,0.3,0.5,30,0.001,0.38125000000000003,0.03697549864437259,0.3991815476190476,0.7916468871202327,0.34428701496272485,0.3329720231475351,0.38125,0.7853375484809308,0.34249745462448306,0.31876398372279413,"[0.5416666666666666, 0.28125, 0.5416666666666666, 0.23214285714285715]","[0.8455882352941175, 0.8203125, 0.6160714285714285, 0.8846153846153846]","[0.38869047619047614, 0.3146103896103896, 0.29149425287356323, 0.38235294117647056]","[0.4502747252747253, 0.258317997791682, 0.3718840792011524, 0.25141129032258064]",924,6.230117559432983,model_h16_wd0.3_dr0.5_pca30.pt,model_h16_wd0.3_dr0.5_pca30_confusion_matrix.npy
95,1-layer-PCA30,16,None,0.3,0.6,30,0.001,0.36875,0.05694020986965186,0.37276785714285715,0.7854352678571428,0.2619174224580403,0.2760401863859696,0.36875,0.7729910714285715,0.2566099264325809,0.27389385205502875,"[0.3333333333333333, 0.375, 0.6041666666666666, 0.17857142857142858]","[0.875, 0.8203125, 0.5714285714285714, 0.875]","[0.16025641025641024, 0.3908730158730158, 0.38784461152882205, 0.10869565217391304]","[0.21637426900584794, 0.31654988014014385, 0.4361014612627516, 0.13513513513513514]",929,6.387667655944824,model_h16_wd0.3_dr0.6_pca30.pt,model_h16_wd0.3_dr0.6_pca30_confusion_matrix.npy
96,1-layer-PCA30,16,None,0.3,0.7,30,0.001,0.375,0.0637377439199098,0.3816964285714286,0.7792261736425339,0.38101185181777286,0.3195489799693462,0.375,0.7419046945701357,0.3130028779699833,0.2900100285397178,"[0.4583333333333333, 0.3125, 0.4166666666666667, 0.3392857142857143]","[0.9852941176470589, 0.8046875, 0.625, 0.7019230769230769]","[0.9166666666666666, 0.16880341880341881, 0.23519736842105263, 0.20337995337995338]","[0.5630952380952381, 0.20588235294117646, 0.27714285714285714, 0.2320754716981132]",1011,7.106936931610107,model_h16_wd0.3_dr0.7_pca30.pt,model_h16_wd0.3_dr0.7_pca30_confusion_matrix.npy
97,1-layer-PCA30,16,None,0.5,0.5,30,0.001,0.36875,0.05115845482420281,0.4151785714285715,0.7910661259696187,0.3043493744580701,0.2974076749898888,0.36875,0.7955145038784744,0.2627449910194476,0.2655321795473212,"[0.5833333333333334, 0.5625, 0.22916666666666666, 0.2857142857142857]","[0.8676470588235293, 0.6640625, 0.7767857142857143, 0.8557692307692307]","[0.5591346153846154, 0.3179851046698873, 0.0763888888888889, 0.2638888888888889]","[0.46146616541353386, 0.35210777126099707, 0.11458333333333333, 0.2614734299516908]",1538,9.984296321868896,model_h16_wd0.5_dr0.5_pca30.pt,model_h16_wd0.5_dr0.5_pca30_confusion_matrix.npy
98,1-layer-PCA30,16,None,0.5,0.6,30,0.001,0.30625,0.09078649403958719,0.36681547619047616,0.7785178975436329,0.2870413695781343,0.2493547037755632,0.30625,0.8078215901745314,0.30014371657754013,0.22420486447952498,"[0.7916666666666666, 0.1875, 0.41666666666666663, 0.07142857142857142]","[0.6102941176470588, 0.84375, 0.6696428571428572, 0.9903846153846154]","[0.38880718954248367, 0.06818181818181818, 0.27450980392156865, 0.41666666666666663]","[0.47391304347826085, 0.1, 0.3021822422122272, 0.1213235294117647]",1064,6.981958389282227,model_h16_wd0.5_dr0.6_pca30.pt,model_h16_wd0.5_dr0.6_pca30_confusion_matrix.npy
99,1-layer-PCA30,16,None,0.5,0.7,30,0.001,0.31875,0.027243118397129194,0.35119047619047616,0.7760105244020685,0.2972204878454878,0.2490188311860138,0.31875,0.7852920976082741,0.2737668581418582,0.23568348653410576,"[0.6249999999999999, 0.125, 0.5833333333333334, 0.07142857142857142]","[0.6691176470588236, 0.921875, 0.5803571428571428, 0.9326923076923077]","[0.45795454545454545, 0.1875, 0.452518315018315, 0.09090909090909091]","[0.3642607392607392, 0.125, 0.4268145854833161, 0.08]",1059,7.397823095321655,model_h16_wd0.5_dr0.7_pca30.pt,model_h16_wd0.5_dr0.7_pca30_confusion_matrix.npy
100,1-layer-PCA30,8,None,0.2,0.5,30,0.001,0.36875,0.04098399077688752,0.3013392857142857,0.7641869848901098,0.2373162290925449,0.21616390145801911,0.36875,0.6879979395604396,0.22353545577229786,0.24091377576671694,"[0.16666666666666666, 0.0, 0.39583333333333337, 0.6428571428571428]","[1.0, 0.9921875, 0.6607142857142857, 0.4038461538461538]","[0.5, 0.0, 0.17414529914529914, 0.2751196172248804]","[0.25, 0.0, 0.23431372549019608, 0.3803418803418803]",1151,7.895507335662842,model_h8_wd0.2_dr0.5_pca30.pt,model_h8_wd0.2_dr0.5_pca30_confusion_matrix.npy
101,1-layer-PCA30,8,None,0.2,0.6,30,0.001,0.40625,0.0409839907768875,0.41666666666666663,0.8004340558338721,0.44985106361385135,0.3627043941249267,0.40625,0.795486223335488,0.4698406862745098,0.3741181478321602,"[0.4583333333333333, 0.4375, 0.39583333333333337, 0.37499999999999994]","[0.8161764705882353, 0.8203125, 0.7767857142857144, 0.7884615384615384]","[0.23882850241545894, 0.5969202898550725, 0.45294117647058824, 0.5107142857142857]","[0.2867816091954023, 0.3816940754796543, 0.38115141563417426, 0.40119047619047615]",1122,7.377133369445801,model_h8_wd0.2_dr0.6_pca30.pt,model_h8_wd0.2_dr0.6_pca30_confusion_matrix.npy
102,1-layer-PCA30,8,None,0.2,0.7,30,0.001,0.28125,0.03247595264191645,0.31026785714285715,0.7635595103425985,0.30604944945827206,0.23820478097301379,0.28125,0.7729880413703942,0.3149635226133748,0.2274302677090195,"[0.20833333333333331, 0.6875, 0.16666666666666669, 0.17857142857142858]","[0.9632352941176471, 0.40625, 0.8482142857142857, 0.8365384615384615]","[0.34375, 0.2246534288034251, 0.22115384615384615, 0.434640522875817]","[0.23214285714285715, 0.3364079170530784, 0.18333333333333335, 0.20093501636278635]",1127,7.509967565536499,model_h8_wd0.2_dr0.7_pca30.pt,model_h8_wd0.2_dr0.7_pca30_confusion_matrix.npy
103,1-layer-PCA30,8,None,0.3,0.5,30,0.001,0.31875,0.10364452469860623,0.36607142857142855,0.7798624858597285,0.34370039682539677,0.2905197157914549,0.31875,0.800699943438914,0.316984126984127,0.2708215697346132,"[0.7083333333333334, 0.25, 0.2916666666666667, 0.21428571428571427]","[0.6176470588235294, 0.8671875, 0.75, 0.8846153846153846]","[0.4928571428571428, 0.35416666666666663, 0.25, 0.2777777777777778]","[0.44021739130434784, 0.23019480519480517, 0.26666666666666666, 0.225]",1176,8.58861255645752,model_h8_wd0.3_dr0.5_pca30.pt,model_h8_wd0.3_dr0.5_pca30_confusion_matrix.npy
104,1-layer-PCA30,8,None,0.3,0.6,30,0.001,0.38749999999999996,0.04506939094329987,0.3854166666666667,0.7856385342598577,0.3386322963528846,0.2927076472995851,0.3875,0.7550541370394311,0.3236777791924851,0.2743365751334859,"[0.49999999999999994, 0.25, 0.2916666666666667, 0.5]","[0.9485294117647058, 0.78125, 0.7589285714285714, 0.6538461538461539]","[0.6666666666666666, 0.06060606060606061, 0.15966386554621848, 0.46759259259259256]","[0.5583333333333332, 0.0975609756097561, 0.18306636155606407, 0.331869918699187]",1184,8.601644039154053,model_h8_wd0.3_dr0.6_pca30.pt,model_h8_wd0.3_dr0.6_pca30_confusion_matrix.npy
105,1-layer-PCA30,8,None,0.3,0.7,30,0.001,0.38125,0.09901862198596789,0.3314732142857143,0.7753098234486102,0.2666148088023088,0.27376405423280425,0.38125,0.7199892937944409,0.28909406565656565,0.3042915013227513,"[0.25, 0.15625, 0.1875, 0.7321428571428572]","[0.9117647058823529, 0.9140625, 0.9196428571428572, 0.3557692307692307]","[0.18125, 0.22916666666666666, 0.2708333333333333, 0.3852092352092352]","[0.20982142857142858, 0.175, 0.2152777777777778, 0.4949570105820106]",849,5.621939420700073,model_h8_wd0.3_dr0.7_pca30.pt,model_h8_wd0.3_dr0.7_pca30_confusion_matrix.npy
