n_subjects,svc_mean_bal_acc,svc_std_bal_acc,ann_mean_bal_acc,ann_std_bal_acc,mean_diff_ann_minus_svc,mean_diff_percent_points,paired_t_p,paired_t_cohen_d,wilcoxon_p
7,0.32860331632653056,0.06781988751454815,0.41767644557823125,0.05747886818680279,0.08907312925170066,8.907312925170066,0.000339872623740312,1.4169544714000677,0.015625
